form,lemma,id,lemma_id,sentence_id,pos,morphology
поносі,поносити,2376015,65880,225239,V-,3saia----i
г҃ю,господь,2376016,58858,225239,Nb,-s---md--i
ї,и,2376017,58771,225240,C-,---------n
людіе,людиѥ,2376018,59473,225240,Nb,-p---mn--i
безоумьні,безоумьнъ,2376019,68644,225240,A-,-p---mnpsi
раздражішѩ,раздражити,2376020,137881,225240,V-,3paia----i
імѩ,имѧ,2376021,58990,225240,Nb,-s---na--i
твое,твои,2376022,58814,225240,Ps,2s---na--i
Не,не,2376023,58767,225241,Df,---------n
прѣдаждь,прѣдати,2376024,58768,225241,V-,2spma----i
звѣремъ,звѣрь,2376025,59018,225241,Nb,-p---md--i
дш҃ѩ,доуша,2376026,60303,225241,Nb,-p---fa--i
ісповѣдаѭштѩ,исповѣдати,2376027,65711,225241,V-,-pppafa-si
сѩ,себе,2376028,58829,225241,Pk,3s---qa--i
тебѣ,тꙑ,2376029,58769,225241,Pp,2s---md--i
дш҃ь,доуша,2376030,60303,225242,Nb,-p---fg--i
оубогꙑхъ,оубогъ,2376031,64093,225242,A-,-p---pgpwi
твоіхъ,твои,2376032,58814,225242,Ps,2p---pg--i
не,не,2376033,58767,225242,Df,---------n
забѫді,забꙑти,2376034,64584,225242,V-,2spma----i
до,до,2376035,64398,225242,R-,---------n
коньца,коньць,2376036,64399,225242,Nb,-s---mg--i
Прізьрі,призьрѣти,2376038,67620,225354,V-,2spma----i
на,на,2376039,58783,225354,R-,---------n
завѣтъ,завѣтъ,2376040,65118,225354,Nb,-s---ma--i
твоі,твои,2376041,58814,225354,Ps,2s---ma--i
Ѣко,ꙗко,2376042,72150,225243,Df,---------n
наплънішѩ,напльнити,2376043,68756,225243,V-,3paia----i
сѩ,себе,2376044,58829,225243,Pk,3s---qa--i
омраченіі,омрачити,2376045,122545,225243,V-,-puppfn-wi
землі,землꙗ,2376046,64341,225243,Nb,-p---fn--i
домовъ,домъ,2376047,59745,225243,Nb,-p---mg--i
неправьденъ,неправьдьнъ,2376048,66287,225243,A-,-s---mapsi
Да,да,2376049,60071,225244,Df,---------n
не,не,2376050,58767,225244,Df,---------n
възвратітъ,възвратити,2376051,64406,225244,V-,3spia----i
сѩ,себе,2376052,58829,225244,Pk,3s---qa--i
съмѣренъ,съмѣрити,2376053,67397,225244,V-,-suppmn-si
і,и,2376054,58771,225244,C-,---------n
срамленъ,срамити,2376055,67670,225244,V-,-suppmn-si
нішть,нищь,2376056,64915,225245,A-,-s---mnpsi
і,и,2376057,58771,225245,C-,---------n
оубогъ,оубогъ,2376058,64093,225245,A-,-s---mnpsi
въсхвалитъ,въсхвалити,2376059,81618,225245,V-,3spia----i
імѩ,имѧ,2376060,58990,225245,Nb,-s---na--i
твое,твои,2376061,58814,225245,Ps,2s---na--i
Въскръші,въскрьснѫти,2376062,60069,225246,V-,2spma----i
бж҃е,богъ,2376063,60009,225246,Nb,-s---mv--i
сѫді,сѫдити,2376064,66605,225355,V-,2spma----i
пьрѫ,пьрꙗ,2376065,69035,225355,Nb,-s---fa--i
твоѭ,твои,2376066,58814,225355,Ps,2s---fa--i
помѣні,помѧнѫти,2376067,68352,225247,V-,2spma----i
поношеніе,поношениѥ,2376068,67621,225247,Nb,-s---na--i
твое,твои,2376069,58814,225247,Ps,2s---na--i
еже,иже,2376070,58800,225247,Pr,-s---nn--i
естъ,бꙑти,2376071,58773,225247,V-,3spia----i
отъ,отъ,2376072,58785,225247,R-,---------n
безоумьнаго,безоумьнъ,2376073,68644,225247,A-,-s---mgpwi
вьсь,вьсь,2376074,58821,225247,Px,-s---ma--i
день,дьнь,2376075,58915,225247,Nb,-s---ma--i
Не,не,2376076,58767,225248,Df,---------n
забѫді,забꙑти,2376077,64584,225248,V-,2spma----i
гласоу,гласъ,2376078,58926,225248,Nb,-s---mg--i
молитвьнікъ,молитвьникъ,2376079,83609,225248,Nb,-p---mg--i
твоіхъ,твои,2376080,58814,225248,Ps,2p---mg--i
гръдꙑні,гръдꙑни,2376081,64205,225249,Nb,-s---fn--i
ненавідѩштіхъ,ненавидѣти,2376082,64396,225249,V-,-pppapg-wi
тѩ,тꙑ,2376083,58769,225249,Pp,2s---ma--i
възіде,възити,2376084,65811,225249,V-,3saia----i
вꙑинѫ,вꙑинѫ,2376085,59414,225249,Df,---------n
СЛАВА,слава,2376086,64748,225250,Nb,-s---fn--i
о҃,седмь десѧтъ,2376087,139610,225251,Ma,---------n
д҃,четꙑрe,2376605,64273,225251,Ma,---------n
ВЪ,въ,2376088,58774,225356,R-,---------n
КОНЕЦЬ,коньць,2376089,64399,225356,Nb,-s---ma--i
НЕ,не,2376090,58767,225356,Df,---------n
ЇСТЬЛІ,истьлѣти,2376091,150972,225356,V-,3saia----i
АСАФОВЪ,асафовъ,2376092,151363,225356,A-,-s---mnpsi
ПЪСАЛОМЪ,псалъмъ,2376093,69176,225252,Nb,-s---mn--i
ПѢСНІЇ,пѣснь,2376094,83487,225252,Nb,-p---fg--i
Їсповѣмъ,исповѣдѣти,2376095,68673,225253,V-,1spia----i
сѩ,себе,2376096,58829,225253,Pk,3s---qa--i
тебѣ,тꙑ,2376097,58769,225253,Pp,2s---md--i
бж҃е,богъ,2376098,60009,225253,Nb,-s---mv--i
ісповѣмь,исповѣдѣти,2376099,68673,225254,V-,1spia----i
сѩ,себе,2376100,58829,225254,Pk,3s---qa--i
і,и,2376101,58771,225254,C-,---------n
прізовѫ,призъвати,2376102,64103,225254,V-,1spia----i
імѩ,имѧ,2376103,58990,225254,Nb,-s---na--i
твое,твои,2376104,58814,225254,Ps,2s---na--i
Повѣмь,повѣдѣти,2376105,60271,225255,V-,1spia----i
вьсѣ,вьсь,2376106,58821,225255,Px,-p---na--i
чюдеса,чоудо,2376107,64737,225255,Nb,-p---na--i
твоѣ,твои,2376108,58814,225255,Ps,2p---na--i
егда,ѥгда,2376109,66511,225256,Dq,---------n
прімѫ,приѩти,2376110,59498,225256,V-,1spia----i
врѣмѩ,врѣмѧ,2376111,59030,225256,Nb,-s---na--i
азъ,азъ,2376112,58807,225256,Pp,1s---mn--i
правотꙑ,правота,2376113,151269,225256,Nb,-s---fg--i
сѫждѫ,сѫдити,2376114,66605,225256,V-,1spia----i
Растаѣ,растаꙗти,2376115,83933,225258,V-,3saia----i
сѩ,себе,2376116,58829,225258,Pk,3s---qa--i
землѣ,землꙗ,2376117,64341,225258,Nb,-s---fn--i
і,и,2376118,58771,225258,C-,---------n
вьсі,вьсь,2376119,58821,225258,Px,-p---mn--i
жівѫштеі,жити,2376120,67386,225258,V-,-pppamn-wi
на,на,2376121,58783,225258,R-,---------n
неі,и,2376122,58765,225258,Pp,3s---fl--i
азъ,азъ,2376123,58807,225259,Pp,1s---mn--i
оутвръдіхъ,оутврьдити,2376124,65207,225259,V-,1saia----i
стлъпꙑ,стлъпъ,2376125,59489,225259,Nb,-p---ma--i
еѩ,и,2376126,58765,225259,Pp,3s---fg--i
Рѣхъ,рещи,2376127,58793,225260,V-,1saia----i
законопрѣстѫпьнікомъ,законопрѣстѫпьникъ,2376128,137615,225260,Nb,-p---md--i
не,не,2376129,58767,225261,Df,---------n
прѣстѫпаіте,прѣстѫпати,2376130,64179,225261,V-,2ppma----i
закона,законъ,2376131,66676,225261,Nb,-s---mg--i
ї,и,2376132,58771,225262,C-,---------n
съгрѣшаѭштеімъ,съгрѣшати,2376133,69267,225262,V-,-pppamd-wi
не,не,2376134,58767,225262,Df,---------n
възносіте,възносити,2376135,68687,225262,V-,2ppma----i
рога,рогъ,2376136,68353,225262,Nb,-s---mg--i
Ні,ни,2376137,59213,225263,C-,---------n
въздвіжіте,въздвигнѫти,2376138,65283,225263,V-,2ppma----i
на,на,2376139,58783,225263,R-,---------n
вꙑсотѫ,вꙑсота,2376140,80305,225263,Nb,-s---fa--i
гога,рогъ,2376141,68353,225263,Nb,-s---mg--i
вашего,вашь,2376142,59333,225263,Ps,2s---mg--i
ї,и,2376143,58771,225264,C-,---------n
и,не,2376144,58767,225264,Df,---------n
гл҃іте,глаголати,2376145,58791,225264,V-,2ppma----i
на,на,2376146,58783,225264,R-,---------n
б҃а,богъ,2376147,60009,225264,Nb,-s---mg--i
неправъдꙑ,неправьда,2376148,68736,225264,Nb,-s---fg--i
Ѣко,ꙗко,2376149,72150,225265,Df,---------n
ні,ни,2376150,59339,225265,Df,---------n
отъ,отъ,2376151,58785,225265,R-,---------n
ісходішть,исходище,2376152,67522,225265,Nb,-p---ng--i
ні,ни,2376153,59213,225265,C-,---------n
отъ,отъ,2376154,58785,225265,R-,---------n
западъ,западъ,2376155,68273,225265,Nb,-p---mg--i
ні,ни,2376156,59213,225265,C-,---------n
отъ,отъ,2376157,58785,225265,R-,---------n
поустъ,поустъ,2376158,60262,225265,A-,-p---fgpsi
горъ,гора,2376159,58899,225265,Nb,-p---fg--i
ѣко,ꙗко,2376160,72150,225267,Df,---------n
б҃ъ,богъ,2376161,60009,225267,Nb,-s---mn--i
сѫді,сѫдии,2376162,66222,225267,Nb,-s---mn--i
естъ,бꙑти,2376163,58773,225267,V-,3spia----i
Сего,сь,2376164,59234,225268,Pd,-s---mg--i
съмѣрітъ,съмѣрити,2376165,67397,225268,V-,3spia----i
а,а,2376166,58820,225268,C-,---------n
сего,сь,2376167,59234,225268,Pd,-s---mg--i
възнесітъ,възнести,2376168,65967,225268,V-,3spia----i
Ѣко,ꙗко,2376169,59474,225270,Df,---------n
чѣша,чаша,2376170,65115,225270,Nb,-s---fn--i
въ,въ,2376171,58774,225270,R-,---------n
рѫцѣ,рѫка,2376172,58831,225270,Nb,-s---fl--i
гн҃і,господьнь,2376173,58991,225270,A-,-s---flpsi
Віна,вина,2376174,65853,225270,Nb,-s---fn--i
не,не,2376175,58767,225270,Df,---------n
растворена,растворити,2376612,121414,225270,V-,-suppfn-si
їсплънь,испльнь,2376176,67897,225270,A-,---------n
раствореніѣ,растворѥниѥ,2376177,150579,225270,Nb,-s---ng--i
Ї,и,2376178,58771,225272,C-,---------n
оуклоні,оуклонити,2376179,69266,225272,V-,3saia----i
отъ,отъ,2376180,58785,225272,R-,---------n
сеѩ,сь,2376181,59234,225272,Pd,-s---fg--i
въ,въ,2376182,58774,225272,R-,---------n
онѫ,онъ,2376183,58949,225272,Pd,-s---fa--i
Ѡбаче,обаче,2376184,67247,225273,Df,---------n
дрождьѩ,дрождиѩ,2376185,151697,225273,Nb,-p---fn--i
его,и,2376186,58765,225273,Pp,3s---mg--i
не,не,2376187,58767,225273,Df,---------n
скрꙑдашѩ,съкꙑдати,2376188,151698,225273,V-,3paia----i
сѩ,себе,2376189,58829,225273,Pk,3s---qa--i
Іспіѭтъ,испити,2376190,65678,225274,V-,3ppia----i
вьсі,вьсь,2376191,58821,225274,Px,-p---mn--i
грѣшьні,грѣшьнъ,2376192,65090,225274,A-,-p---mnpsi
земи,землꙗ,2376193,64341,225274,Nb,-s---fd--i
Азъ,азъ,2376194,58807,225275,Pp,1s---mn--i
же,же,2376195,58808,225275,Df,---------n
въздрадоуѭ,въздрадовати,2376196,65058,225275,V-,1spia----i
сѩ,себе,2376197,58829,225275,Pk,3s---qa--i
въ,въ,2376198,58774,225275,R-,---------n
вѣкъ,вѣкъ,2376199,59093,225275,Nb,-s---ma--i
въспоѭ,въспѣти,2376200,65125,225276,V-,1spia----i
б҃оу,богъ,2376201,60009,225276,Nb,-s---md--i
іѣковью,иꙗковль,2376202,60150,225276,A-,-s---mdpsi
Ї,и,2376203,58771,225277,C-,---------n
вьсѩ,вьсь,2376204,58821,225277,Px,-p---ma--i
рогꙑ,рогъ,2376205,68353,225277,Nb,-p---ma--i
грѣшьнікъ,грѣшьникъ,2376206,65555,225277,Nb,-p---mg--i
съломлѭ,съломити,2376207,68466,225277,V-,1spia----i
і,и,2376208,58771,225278,C-,---------n
възнесетъ,възнести,2376209,65967,225278,V-,3spia----i
сѩ,себе,2376210,58829,225278,Pk,3s---qa--i
рогъ,рогъ,2376211,68353,225278,Nb,-s---mn--i
праведьнаего,правьдьнъ,2376212,66286,225278,A-,-s---mgpwi
о҃,седмь десѧтъ,2376213,139610,225279,Ma,---------n
е҃,пѧть,2376624,64729,225279,Ma,---------n
ВЪ,въ,2376214,58774,225357,R-,---------n
КОНЕЦЬ,коньць,2376215,64399,225357,Nb,-s---ma--i
ВЪ,въ,2376216,58774,225358,R-,---------n
ПѢНІИХЪ,пѣниѥ,2376217,68823,225358,Nb,-p---nl--i
ПЪСАЛОМЪ,псалъмъ,2376218,69176,225359,Nb,-s---mn--i
АСАФОВЪ,асафовъ,2376219,151363,225359,A-,-s---mnpsi
ПѢСНЬ,пѣснь,2376220,83487,225360,Nb,-s---fn--i
КЪ,къ,2376221,58898,225360,R-,---------n
АСУРІЮ,асѵрии,2376222,151699,225360,Ne,-s---md--i
Знаемъ,знати,2376223,67506,225280,V-,-suppmn-si
въ,въ,2376224,58774,225280,R-,---------n
іюдѣі,июдеи,2376225,139358,225280,Ne,-s---ml--i
б҃ъ,богъ,2376226,60009,225280,Nb,-s---mn--i
въ,въ,2376227,58774,225281,R-,---------n
їи҃лі,издраиль,2376228,60283,225281,Ne,-s---ml--i
веліе,велии,2376229,59229,225281,A-,-s---nnpsi
имѩ,имѧ,2376230,58990,225281,Nb,-s---nn--i
его,и,2376231,58765,225281,Pp,3s---mg--i
Ї,и,2376232,58771,225282,C-,---------n
бꙑстъ,бꙑти,2376233,58773,225282,V-,3saia----i
въ,въ,2376234,58774,225282,R-,---------n
мірѣ,миръ,2376235,64975,225282,Nb,-s---ml--i
мѣсто,мѣсто,2376236,60263,225282,Nb,-s---nn--i
его,и,2376237,58765,225282,Pp,3s---mg--i
ї,и,2376238,58771,225283,C-,---------n
жілишт-е,жилище,2376239,59408,225283,Nb,-s---nn--i
го,и,2376240,58765,225283,Pp,3s---mg--i
въ,въ,2376241,58774,225283,R-,---------n
сіонѣ,сионъ,2376242,133009,225283,Ne,-s---ml--i
Тоу,тоу,2376243,58946,225284,Df,---------n
съкроуші,съкроушити,2376244,64900,225284,V-,3saia----i
крѣпость,крѣпость,2376245,60302,225284,Nb,-s---fa--i
локъ,лѫкъ,2376246,138074,225284,Nb,-s---ma--i
штітъ,щитъ,2376247,84625,225284,Nb,-s---ma--i
і,и,2376248,58771,225284,C-,---------n
орѫжье,орѫжиѥ,2376249,66117,225284,Nb,-s---na--i
ізбьрано,избьрати,2376250,64727,225284,V-,-suppna-si
Просвѣштаеші,просвѣщати,2376251,68640,225286,V-,2spia----i
тꙑ,тꙑ,2376252,58769,225286,Pp,2s---mn--i
дівьно,дивьно,2376253,122935,225286,Df,-------p-i
отъ,отъ,2376254,58785,225286,R-,---------n
горъ,гора,2376255,58899,225286,Nb,-p---fg--i
вѣченъ,вѣчьнъ,2376256,65624,225286,A-,-s---fgpsi
Възмѩсѩ,възмѧсти,2376257,66836,225287,V-,3paia----i
сѩ,себе,2376258,58829,225287,Pk,3s---qa--i
вьсі,вьсь,2376259,58821,225287,Px,-p---mn--i
неразоумьні,неразоумьнъ,2376260,120947,225287,A-,-p---mnpsi
сръдьцемь,сръдъце,2376261,151633,225287,Nb,-s---ni--i
Оусънѫшѩ,оусънѫти,2376262,68248,225288,V-,3paia----i
съномь,сънъ,2376263,68534,225288,Nb,-s---mi--i
своімь,свои,2376264,58780,225288,Pt,3s---mi--i
Ї,и,2376265,58771,225289,C-,---------n
не,не,2376266,58767,225289,Df,---------n
обрѣтѫ,обрѣсти,2376267,58937,225289,V-,3paia----i
нічесоже,ничьтоже,2376268,59084,225289,Px,-s---ng--i
вьсі,вьсь,2376269,58821,225290,Px,-p---mn--i
мѫжі,мѫжь,2376270,65437,225290,Nb,-p---mn--i
богатьства,богатьство,2376271,65643,225290,Nb,-s---ng--i
рѫкама,рѫка,2376272,58831,225290,Nb,-d---fi--i
своіма,свои,2376273,58780,225290,Pt,3d---fi--i
Ѡтъ,отъ,2376274,58785,225291,R-,---------n
запрѣштеніѣ,запрѣщениѥ,2376275,82823,225291,Nb,-s---ng--i
твоего,твои,2376276,58814,225291,Ps,2s---ng--i
бж҃е,богъ,2376277,60009,225291,Nb,-s---mv--i
іѣковль,иꙗковль,2376278,60150,225291,A-,-s---mvpsi
въздрѣмашѩ,въздрѣмати,2376279,68345,225291,V-,3paia----i
сѩ,себе,2376280,58829,225291,Pk,3s---qa--i
въсѣдъшеі,въсѣсти,2376281,58953,225291,V-,-pupamn-wi
на,на,2376282,58783,225291,R-,---------n
конѩ,конь,2376283,79308,225291,Nb,-p---ma--i
Тꙑ,тꙑ,2376284,58769,225293,Pp,2s---mn--i
страшьнъ,страшьнъ,2376285,81624,225293,A-,-s---mnpsi
есі,бꙑти,2376286,58773,225293,V-,2spia----i
і,и,2376287,58771,225293,C-,---------n
къто,къто,2376288,59233,225293,Pi,-s---qn--i
протівітъ,противити,2376289,66276,225293,V-,3spia----i
сѩ,себе,2376290,58829,225293,Pk,3s---qa--i
тебѣ,тꙑ,2376291,58769,225293,Pp,2s---md--i
отътолі,отътоли,2376292,68855,225294,Df,---------n
гнѣвъ,гнѣвъ,2376293,65122,225294,Nb,-s---mn--i
твои,твои,2376294,58814,225294,Ps,2s---mn--i
с,съ,2376295,58764,225295,R-,---------n
нб҃і,небо,2376296,58920,225295,Nb,-s---ng--i
оуслꙑшанъ,оуслꙑшати,2376297,64238,225295,V-,-suppmn-si
створилъ,сътворити,2376298,58795,225295,V-,-sspamn-si
естъ,бꙑти,2376299,58773,225295,V-,3spia----i
сѫдъ,сѫдъ,2376300,66278,225295,Nb,-s---ma--i
Землѣ,землꙗ,2376301,64341,225296,Nb,-s---fn--i
оубоѣ,оубоꙗти,2376302,59760,225296,V-,3saia----i
сѩ,себе,2376303,58829,225296,Pk,3s---qa--i
и,и,2376304,58771,225296,C-,---------n
оумлъча,оумльчати,2376305,60136,225296,V-,3saia----i
вьнегда,вьнегда,2376306,139961,225297,Dq,---------n
воскръснетъ,въскрьснѫти,2376307,60069,225297,V-,3spia----i
на,на,2376308,58783,225297,R-,---------n
сѫдъ,сѫдъ,2376309,66278,225297,Nb,-s---ma--i
б҃ъ,богъ,2376310,60009,225297,Nb,-s---mn--i
да,да,2376311,60071,225297,Df,---------n
оупасетъ,оупасти,2376312,150725,225297,V-,3spia----i
вьсѩ,вьсь,2376313,58821,225297,Px,-p---ma--i
кротъкꙑѩ,кротъкъ,2376314,67174,225297,A-,-p---mapwi
землі,землꙗ,2376315,64341,225297,Nb,-s---fd--i
дїѣпъсалъма,диѣпсалъмъ,2376316,150232,225299,F-,---------n
Ѣко,ꙗко,2376317,72150,225300,Df,---------n
помъїшленіе,помꙑшлѥниѥ,2376318,64389,225300,Nb,-s---nn--i
чл҃че,чловѣчь,2376319,137461,225300,A-,-s---nnpsi
ісповѣстъ,исповѣдѣти,2376320,68673,225300,V-,3spia----i
сѩ,себе,2376321,58829,225300,Pk,3s---qa--i
тебѣ,тꙑ,2376322,58769,225300,Pp,2s---md--i
ї,и,2376323,58771,225301,C-,---------n
отълѣкъ,отълѣкъ,2376324,150787,225301,Nb,-s---mn--i
помꙑшленьѣ,помꙑшлѥниѥ,2376325,64389,225301,Nb,-s---ng--i
оупразніті,оупразнити,2376326,82875,225301,V-,3spia----i
сѩ,себе,2376327,58829,225301,Pk,3s---qa--i
тебѣ,тꙑ,2376328,58769,225301,Pp,2s---md--i
Помолите,помолити,2376329,65149,225302,V-,2ppma----i
сѩ,себе,2376330,58829,225302,Pk,3s---qa--i
і,и,2376331,58771,225302,C-,---------n
въздадіте,въздати,2376332,58787,225302,V-,2ppma----i
г҃ю,господь,2376333,58858,225302,Nb,-s---md--i
б҃оу,богъ,2376334,60009,225302,Nb,-s---md--i
нашемоу,нашь,2376335,58994,225302,Ps,1s---md--i
вьсі,вьсь,2376336,58821,225303,Px,-p---mn--i
сѫштеі,бꙑти,2376337,58773,225303,V-,-pppamn-wi
окръстъ,окрьстъ,2376338,69492,225303,R-,---------n
его,и,2376339,58765,225303,Pp,3s---mg--i
прінесѫтъ,принести,2376340,60002,225303,V-,3ppia----i
дарꙑ,даръ,2376341,66841,225303,Nb,-p---ma--i
Страшьноумоу,страшьнъ,2376342,81624,225303,A-,-s---mdpwi
і,и,2376343,58771,225303,C-,---------n
отъемлѭштю,отѧти,2376344,64421,225303,V-,-sppamd-si
доухꙑ,доухъ,2376345,58909,225303,Nb,-p---ma--i
кънѩѕемъ,кънѧѕь,2376346,66500,225303,Nb,-p---md--i
страшьноумоу,страшьнъ,2376347,81624,225303,A-,-s---mdpwi
паче,паче,2376348,60327,225303,Df,-------c-i
цѣсарь,цѣсарь,2376349,64252,225303,Nb,-p---mg--i
земьнꙑхъ,земьнъ,2376350,66254,225303,A-,-p---mgpwi
о҃,седмь десѧтъ,2376351,139610,225306,Ma,---------n
ѕ҃,шесть,2376639,65096,225306,Ma,---------n
ВЪ,въ,2376352,58774,225361,R-,---------n
КОНЕЦЬ,коньць,2376353,64399,225361,Nb,-s---ma--i
О,о,2376354,58881,225363,R-,---------n
ІДІТОУМѢ,идитоумъ,2376355,151406,225363,Ne,-s---ml--i
ПЪСЛОМЪ,псалъмъ,2376356,69176,225362,Nb,-s---mn--i
АСАФОВЪ,асафовъ,2376357,151363,225362,A-,-s---mnpsi
Гласомь,гласъ,2376358,58926,225307,Nb,-s---mi--i
моімь,мои,2376359,58929,225307,Ps,1s---mi--i
къ,къ,2376360,58898,225307,R-,---------n
г҃ю,господь,2376361,58858,225307,Nb,-s---md--i
возъвахъ,възъвати,2376362,59054,225307,V-,1saia----i
гласомь,гласъ,2376363,58926,225308,Nb,-s---mi--i
моімь,мои,2376364,58929,225308,Ps,1s---mi--i
къ,къ,2376365,58898,225308,R-,---------n
б҃оу,богъ,2376366,60009,225308,Nb,-s---md--i
і,и,2376367,58771,225308,C-,---------n
вънѩтъ,вънѧти,2376368,81174,225308,V-,3saia----i
мі,азъ,2376369,58807,225308,Pp,1s---md--i
Въ,въ,2376370,58774,225309,R-,---------n
день,дьнь,2376371,58915,225309,Nb,-s---ma--i
печали,печаль,2376372,66757,225309,Nb,-s---fg--i
моеѩ,мои,2376373,58929,225309,Ps,1s---fg--i
б҃а,богъ,2376374,60009,225309,Nb,-s---mg--i
възіскахъ,възискати,2376375,67467,225309,V-,1saia----i
Рѫкама,рѫка,2376376,58831,225310,Nb,-d---fi--i
моіма,рѫка,2376377,151700,225310,Ps,1d---fi--i
ноштьѭ,нощь,2376378,59412,225310,Nb,-s---fi--i
оутѣшеніе,оутѣшениѥ,2376379,84073,225310,Nb,-s---na--i
прѣдъ,прѣдъ,2376380,58985,225310,R-,---------n
німь,и,2376381,58765,225310,Pp,3s---mi--i
і,и,2376382,58771,225310,C-,---------n
не,не,2376383,58767,225310,Df,---------n
прѣльштенъ,прѣльстити,2376384,64237,225310,V-,-suppmn-si
бꙑхъ,бꙑти,2376385,58773,225310,V-,1saia----i
Ѡтъвръже,отъврѣщи,2376386,65080,225311,V-,3saia----i
сѩ,себе,2376387,58829,225311,Pk,3s---qa--i
оутѣшіті,оутѣшити,2376388,69402,225311,V-,--pna----i
сѩ,себе,2376389,58829,225311,Pk,3s---qa--i
дш҃а,доуша,2376390,60303,225311,Nb,-s---fn--i
моѣ,мои,2376391,58929,225311,Ps,1s---fn--i
помѣнѫхъ,помѧнѫти,2376392,68352,225312,V-,1saia----i
б҃а,богъ,2376393,60009,225312,Nb,-s---mg--i
і,и,2376394,58771,225312,C-,---------n
възвеселихъ,възвеселити,2376395,68828,225312,V-,1saia----i
сѩ,себе,2376396,58829,225312,Pk,3s---qa--i
заідъ,заити,2376397,125633,225313,V-,1saia----i
мꙑсльѭ,мꙑсль,2376398,60301,225313,Nb,-s---fi--i
Въ,въ,2376399,58774,225313,R-,---------n
скръбехъ,скръбь,2376400,68098,225313,Nb,-p---fl--i
і,и,2376401,58771,225313,C-,---------n
не,не,2376402,58767,225313,Df,---------n
прѣможе,прѣмощи,2376403,117880,225313,V-,3saia----i
дх҃ъ,доухъ,2376404,58909,225313,Nb,-s---mn--i
моі,мои,2376405,58929,225313,Ps,1s---mn--i
варісте,варити,2376406,64971,225314,V-,3paia----i
стражьбꙑ,стражьба,2376407,151701,225314,Nb,-s---fg--i
очі,око,2376408,58813,225314,Nb,-d---nn--i
моі,мои,2376409,58929,225314,Ps,1d---nn--i
ДІѢПЪСАЛЪМА,диѣпсалъмъ,2376410,150232,225315,F-,---------n
Съмѩсъ,съмѧсти,2376411,67604,225364,V-,1saia----i
сѩ,себе,2376412,58829,225364,Pk,3s---qa--i
і,и,2376413,58771,225364,C-,---------n
не,не,2376414,58767,225364,Df,---------n
гл҃ахъ,глаголати,2376415,58791,225364,V-,1saia----i
помꙑсліхъ,помꙑслити,2376416,73287,225316,V-,1saia----i
дьні,дьнь,2376417,58915,225316,Nb,-p---ma--i
пръвꙑѩ,прьвъ,2376418,60267,225316,Mo,-p---ma--i
і,и,2376419,58771,225317,C-,---------n
лѣта,лѣто,2376420,60331,225317,Nb,-p---na--i
вѣчьнаѣ,вѣчьнъ,2376421,65624,225317,A-,-p---napwi
помѣнѫхъ,помѣжити,2376422,132534,225317,V-,1saia----i
і,и,2376423,58771,225317,C-,---------n
пооучіхъ,пооучити,2376424,137659,225317,V-,1saia----i
сѩ,себе,2376425,58829,225317,Pk,3s---qa--i
ли,ли,2376426,64176,225318,C-,---------n
помꙑшлѣше,помꙑшлꙗти,2376427,64288,225318,V-,3siia----i
Ноштьѭ,нощь,2376428,59412,225365,Nb,-s---fi--i
сръдьцемь,сръдъце,2376429,151633,225365,Nb,-s---ni--i
глоумлѣхъ,глоумлꙗти,2376430,151628,225365,V-,1saia----i
сѩ,себе,2376431,58829,225365,Pk,3s---qa--i
і,и,2376432,58771,225319,C-,---------n
клъцаше,кльцати,2376433,196922,225319,V-,3siia----i
дх҃ъ,доухъ,2376434,58909,225319,Nb,-s---mn--i
моі,мои,2376435,58929,225319,Ps,1s---mn--i
Еда,еда,2376436,64860,225320,Du,---------n
въ,въ,2376437,58774,225320,R-,---------n
вѣкъ,вѣкъ,2376438,59093,225320,Nb,-s---ma--i
отърінетъ,отъринѫти,2376439,134500,225320,V-,3spia----i
г҃ь,господь,2376440,58858,225320,Nb,-s---mn--i
ї,и,2376441,58771,225320,C-,---------n
не,не,2376442,58767,225320,Df,---------n
пріложітъ,приложити,2376443,66492,225320,V-,3spia----i
въблаговолиті,въблаговолити,2376444,151702,225320,V-,--pna----i
пакꙑ,пакꙑ,2376445,58860,225320,Df,---------n
Ли,ли,2376446,64176,225320,C-,---------n
до,до,2376447,64398,225320,R-,---------n
коньца,коньць,2376448,64399,225320,Nb,-s---mg--i
мілостъ,милость,2376449,67655,225320,Nb,-s---fa--i
своѭ,свои,2376450,58780,225320,Pt,3s---fa--i
отъсѣчетъ,отъсѣщи,2376451,65420,225320,V-,3spia----i
съконьча,съконьчати,2376452,64236,225323,V-,3saia----i
гл҃ъ,глаголъ,2376453,65288,225323,Nb,-s---mn--i
отъ,отъ,2376454,58785,225323,R-,---------n
рода,родъ,2376455,64405,225323,Nb,-s---mg--i
въ,въ,2376456,58774,225323,R-,---------n
родъ,родъ,2376457,64405,225323,Nb,-s---ma--i
Еда,еда,2376458,64860,225324,Du,---------n
забѫдетъ,забꙑти,2376459,64584,225324,V-,3spia----i
поміловаті,помиловати,2376460,59746,225324,V-,--pna----i
б҃ъ,богъ,2376461,60009,225324,Nb,-s---mn--i
Ли,ли,2376462,64176,225324,C-,---------n
оудръжітъ,оудрьжати,2376463,65108,225324,V-,3spia----i
въ,въ,2376464,58774,225324,R-,---------n
гнѣвъ,гнѣвъ,2376465,65122,225324,Nb,-s---ma--i
своі,свои,2376466,58780,225324,Pt,3s---ma--i
